train_number,train_name,station_name,departure,source,destination
56140,Udagamandalam Coonoor Passenger,Udagamandalam,18:00:00,NA,NA
52258,Mailani Gonda Passenger,MAILANI,06:15:00,NA,NA
58027,Bhubaneswar-Khurda Road passenger,BHUBANESWAR,14:15:00,NA,NA
55569,DauramMadhepura-Saharsa Passenger,Dauram Madhepura,11:05:00,NA,NA
40107,Chennai Beach Tambaram EMU,CHENNAI BEACH,17:20:00,NA,NA
38463,Howrah Panskura EMU,HOWRAH JN,19:10:00,NA,NA
54415,Delhi Sarai Rohilla Rewari Passenger,OLD DELHI,13:50:00,NA,NA
13154,Malda Town-Sealdah Gour Express,MALDA TOWN,21:35:00,NA,NA
53632,Gaya Kiul Passenger,GAYA JN,20:50:00,NA,NA
51442,C Shahu Maharaj Pune Passenger,C SHAHU M RAJ KOLHAPUR TERM,16:50:00,NA,NA
58026,Hatia Kharagpur Passenger,HATIA,09:00:00,NA,NA
53625,Kiul Gaya Passenger,KIUL JN,04:50:00,NA,NA
55160,Jaunpur- Aunrihar Passenger,JAUNPUR JN,09:00:00,NA,NA
53607,Gaya Dehri on Sone Passenger,GAYA JN,07:40:00,NA,NA
53064,Barharwa Barddhaman Passenger,BARHARWA JN,14:45:00,NA,NA
40507,Chennai Beach Chengulpet EMU,CHENNAI BEACH,05:20:00,NA,NA
47147,Lingampalli Hyderabad MMTS,LINGAMPALLI,21:40:00,NA,NA
38460,Panskura Howrah EMU,PANSKURA,15:20:00,NA,NA
52411,Sadulpur Shri Ganganagar Passenger,Sadulpur Junction,17:45:00,NA,NA
51412,Hubli Bellary Passenger,HUBLI JN,08:00:00,NA,NA
58218,Raipur Titagarh Passenger,RAIPUR JN,02:30:00,NA,NA
57298,Narasapur Guntur Passenger,Narasapur,12:45:00,NA,NA
53418,Malda Town Barddhaman Passenger,MALDA TOWN,15:00:00,NA,NA
51446,Miraj Pandharpur Passenger,MIRAJ JN,18:15:00,NA,NA
47153,Falaknuma Lingampalli MMTS,KACHEGUDA FALAKNUMA,07:10:00,NA,NA
58610,Chakradharpur Tatanagar Passenger,CHAKRADHARPUR,06:00:00,NA,NA
52137,Murtajapur Achalpur Passenger,MURTAJAPUR,07:15:00,NA,NA
19324,Habibganj Indore InterCity Express,HABIBGANJ,17:10:00,NA,NA
51240,Betul Amla Passenger,BETUL,17:35:00,NA,NA
22861,Rajya Rani Express,KOLKATA SHALIMAR,06:40:00,NA,NA
54377,Allahabad Passenger,PRAYAG,01:55:00,NA,NA
51449,Pune Solapur Passenger,PUNE JN,08:15:00,NA,NA
51254,Chhindwara Amla Passenger,Chhindwara Junction,17:00:00,NA,NA
51602,Katni Bina Passenger,KATNI,22:15:00,NA,NA
58541,Rayagada Koraput Passenger,RAYAGADA,10:50:00,NA,NA
56143,Udhagamandalam Passenger,Coonoor,12:35:00,NA,NA
51183,Bhusaval Amravati Passenger,BHUSAVAL JN,06:30:00,NA,NA
58704,Gondia Durg Passenger,GONDIA JN,17:40:00,NA,NA
52025,Dabhoi Chandod Mix Passenger,Dabhoi Junction,16:15:00,NA,NA
51424,Manmad Igatpuri Shuttle,MANMAD JN,14:30:00,NA,NA
54328,Shahjehanpur Sitapur Passenger,SHAHJEHANPUR,06:20:00,NA,NA
51450,Solapur Pune Passenger,SOLAPUR JN,23:00:00,NA,NA
52250,AISHBAGH - SITAPUR  PASSENGER,AISHBAGH,00:00:00,NA,NA
56519,Bangalore Chitradurga Passenger,CHIKJAJUR JN,15:25:00,NA,NA
63164,BAIDYANATH JASIDIH PASS,Baidyanathdham Deoghar,18:25:00,NA,NA
15665,Guwahati-Dimapur Express,GUWAHATI,14:15:00,NA,NA
19109,Gujarat Queen Express,VALSAD,04:05:00,NA,NA
53154,Lalgola Ranaghat Passenger,Lalgola,11:30:00,NA,NA
59317,Nagda Ujjain Passenger,NAGDA JN,18:00:00,NA,NA
55811,Guwahati Lumding Passenger,GUWAHATI,06:00:00,NA,NA
52915,Nandol Dehegam Ahmedabad Passenger,NANDOL DEHEGAM,13:50:00,NA,NA
52532,Nirmali Sakri Pass,Nirmali,22:00:00,NA,NA
16349,Trivandrum Nilambur Road Rajya Rani Express,TRIVANDRUM CENTRAL,22:30:00,NA,NA
55319,Lalkua Kashipur Passenger,LAL KUAN,20:00:00,NA,NA
56611,Palakkad Nilambur Passenger,PALAKKAD,05:50:00,NA,NA
47212,Lingampalli Falaknuma MMTS,LINGAMPALLI,10:10:00,NA,NA
53132,Muzaffarpur Sealdah Passenger,MUZAFFARPUR JN,07:45:00,NA,NA
51445,Pandharpur Miraj Passenger,PANDHARPUR,21:15:00,NA,NA
54006,JIND - ROHTAK  Passenger (UnReserved),JIND JN,04:35:00,NA,NA
54813,Jodhpur Barmer Passenger,JODHPUR JN,07:45:00,NA,NA
52213,Bareilly Mailani Passenger,BAREILLY,06:50:00,NA,NA
58803,Chanda Fort Gondia Passenger,Chanda Fort,06:30:00,NA,NA
57140,Link Secunderabad Express,Manuguru,20:30:00,NA,NA
47182,Lingampalli Falaknuma MMTS,LINGAMPALLI,13:20:00,NA,NA
51326,Baramati-Daund- Pune Shutte,Baramati,16:20:00,NA,NA
51603,Sagar Katni Passenger,SAUGOR,16:50:00,NA,NA
52241,Mailani Aishbagh Passenger,MAILANI,11:55:00,NA,NA
59459,Rajkot Veraval Passenger,RAJKOT JN,11:15:00,NA,NA
56378,Kayankulam Alappuzha Passenger,KAYANKULAM JN,21:40:00,NA,NA
40057,Chennai Beach TambaramEMU (12 car),CHENNAI BEACH,10:35:00,NA,NA
54355,Roza Bareilly Passenger,ROZA JN,06:10:00,NA,NA
56891,Thiruvarur Karaikkudi Passenger,THIRUVARUR JN,08:10:00,NA,NA
55901,Lumding Tinsukia Passenger,LUMDING JN,06:30:00,NA,NA
63547,Dhanbad Hazaribagh Passenger MEMU,DHANBAD JN,15:30:00,NA,NA
53521,ASANSOL VARANASI PASSENGER,ASANSOL JN,06:30:00,NA,NA
31924,GEDE SDAH LOCAL,Gede,19:54:00,NA,NA
55135,AZAMGARH MANDUADIH PASS,AZAMGARH,05:00:00,NA,NA
56271,Shimoga Birur Passenger,Shimoga Town,18:00:00,NA,NA
59345,Ratlam Nagda Passenger,RATLAM JN,10:20:00,NA,NA
14035,Dhauladhar Express,OLD DELHI,22:10:00,NA,NA
54372,Faizabad Prayag Passenger,FAIZABAD JN,13:20:00,NA,NA
19143,Lokshakti Express,MUMBAI BANDRA TERMINUS,19:40:00,NA,NA
52326,Saharsa-Forbesganj Passenger,SAHARSA JN,13:45:00,NA,NA
14650,Saryu Yamuna Express,AMRITSAR JN,11:55:00,NA,NA
12951,Mumbai Central-New Delhi Rajdhani Express,Mumbai Central,16:40:00,NA,NA
63566,Jhajha Jasidih Passenger,JHAJHA,11:20:00,NA,NA
59476,Patan Mehsana Passenger,PATAN,12:05:00,NA,NA
16670,Yercaud Express,ERODE JN,21:00:00,NA,NA
53003,Howrah Malda Town Fast Passenger,HOWRAH JN,21:25:00,NA,NA
51452,Baramati-Daund-Pune Passenger,Baramati,10:40:00,NA,NA
16321,Bangalore Tiruvananthapuram Weekly Express,BANGALORE CITY JN,18:50:00,NA,NA
58012,Chakradharpur Howrah Passenger,CHAKRADHARPUR,17:10:00,NA,NA
59152,Modasa Nadiad Passenger,Modasa,06:00:00,NA,NA
56510,Bangalore Marikuppam passenger,BANGALORE CITY JN,07:00:00,NA,NA
59548,Okha Ahmedabad Passenger,OKHA,22:10:00,NA,NA
54261,Mughal Sarai Jaunpur Passenger,MUGHAL SARAI JN,19:30:00,NA,NA
51294,Amla Nagpur Passenger,AMLA JN,04:30:00,NA,NA
54091,Najibabad Kotdwara Pass,NAJIBABAD JN,20:15:00,NA,NA
47136,Lingampalli Hyderabad MMTS,LINGAMPALLI,11:40:00,NA,NA
55132,Manduadih Chhapra Passenger,MANDUADIH,11:40:00,NA,NA
57516,Nanded-Daund Junction Passenger,HUZUR SAHIB NANDED,20:50:00,NA,NA
15203,Barauni-Lucknow Express,BARAUNI JN,20:30:00,NA,NA
12577,DARBHANGA - MYSORE BAGMATI SF Exp,DARBHANGA JN,16:15:00,NA,NA
51427,Miraj C Shahu Maharaj Passenger,MIRAJ JN,13:55:00,NA,NA
31925,SDAH GEDE LOCAL,KOLKATA SEALDAH,19:17:00,NA,NA
56386,Kottayam Ernakulam Passenger,KOTTAYAM,05:25:00,NA,NA
56906,Hubli - Solapur Passenger,HUBLI JN,13:10:00,NA,NA
54758,Shri Ganganagar Bathinda Passenger,SHRI GANGANAGAR,11:00:00,NA,NA
54016,Bhiwani Rohtak Passenger,Bhiwani,09:55:00,NA,NA
18605,Ranchi-Jaynagar Express,RANCHI,20:40:00,NA,NA
15646,GUWAHATI - MUMBAI LTT Exp,GUWAHATI,16:45:00,NA,NA
52524,Nirmali Sakri Pass,Nirmali,05:30:00,NA,NA
51196,Ballarshah Wardha Mumbai Passenger,BALHARSHAH,17:30:00,NA,NA
56323,Coimbatore Mangalore Fast Passenger,COIMBATORE JN,07:40:00,NA,NA
18507,VISAKHAPATNAM - AMRITSAR Hirakud Exp,VISHAKAPATNAM,23:50:00,NA,NA
57306,Guntur Secunderabad Passenger,GUNTUR JN,17:30:00,NA,NA
17607,Tungabhadra Express,SECUNDERABAD JN,07:30:00,Secunderabad Junction,Kurnool Town
51456,Sholapur Pune Passenger,SOLAPUR JN,12:10:00,NA,NA
54542,AMBALA MEERUT PASS,AMBALA CANT JN,16:25:00,NA,NA
52104,Matheran Neral Passenger,Matheran,09:50:00,NA,NA
54558,Patiala Ambala Passenger,Patiala,17:15:00,NA,NA
12649,Karnataka Sampark Kranti Express,YESVANTPUR JN,22:10:00,NA,NA
12543,Yesvantpur-Tirupati Tri Weekly Intercity,YESVANTPUR JN,07:20:00,NA,NA
19782,Amritsar-Jaipur Express,AMRITSAR JN,17:50:00,NA,NA
17256,Hyderabad-Narsapur Express,HYDERABAD DECCAN,21:45:00,NA,NA
51607,Bina Guna Passenger,BINA JN,07:00:00,NA,NA
15319,PALIA KALAN - AISHBAGH  Exp,PALIA KALAN,03:05:00,NA,NA
57659,Sholapur Falaknuma Passenger,SOLAPUR JN,10:20:00,NA,NA
59724,Sadulpur Rewari Passenger,Hisar,12:45:00,NA,NA
12456,ShriGanganagar-DelhiSaraiRohilla AC SF Express,SHRI GANGANAGAR,22:00:00,NA,NA
54391,ALIGARH -  MORADABAD PASSENGER,ALIGARH JN,04:20:00,NA,NA
12055,Dehradun Jan Shatabdi Express,NEW DELHI,15:15:00,NA,NA
59605,Chittaurgarh Udaipur Passenger,CHITTAURGARH,05:45:00,NA,NA
51813,Jhansi Lucknow Passenger,JHANSI JN,02:50:00,NA,NA
12063,Haridwar Chandigarh Una Link Jan Shatabdi Express,HARIDWAR JN,14:35:00,NA,NA
56609,Shoranur Ernakulam Passenger,SHORANUR JN,17:00:00,NA,NA
16609,Nagercoil-Coimbatore Express,NAGERCOIL JN,20:30:00,NA,NA
19570,Varanasi Okha Weekly Express,VARANASI JN,22:00:00,NA,NA
19568,OKHA - TUTICORIN Exp,OKHA,00:00:00,NA,NA
51755,Chirmiri Manendragarh Passenger,Chirmiri,10:45:00,NA,NA
59725,Rewari Sadulpur Passenger,REWARI,18:55:00,NA,NA
63597,Ranchi Asansol MEMU,RANCHI,11:30:00,NA,NA
55120,Varanasi Gorakhpur Passenger,VARANASI JN,11:10:00,NA,NA
53644,Tarighat Dildarnagar Passenger,Tarighat,09:15:00,NA,NA
12663,Howrah-Tiruchirappalli Express,HOWRAH JN,16:10:00,NA,NA
55802,Manas Rhino Passenger,GUWAHATI,17:30:00,NA,NA
12633,CHENNAI EGMORE - KANNIYAKUMARI SF Exp,CHENNAI EGMORE,17:30:00,NA,NA
52555,Purnia Murliganj Passenger,PURNIA JN,18:10:00,NA,NA
16233,Mayiladuturai Tiruchirappalli Express,MAYILADUTURAI JN,08:00:00,NA,NA
52414,SOG SDLP PASS,SHRI GANGANAGAR,07:20:00,NA,NA
55244,Sonpur Barauni Passenger,SONPUR JN,10:25:00,NA,NA
12806,Janmabhoomi Express,SECUNDERABAD JN,07:10:00,Secunderabad Junction,Vishakapatnam
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,12:50:00,NA,NA
17651,Chennai Egmore Kacheguda Express,CHENNAI EGMORE,17:00:00,NA,NA
56721,Madurai Rameswaram Passenger,MADURAI JN,00:10:00,NA,NA
51811,Bina Jhansi Passenger,BINA JN,15:00:00,NA,NA
55711,Malda Town New Jalpaiguri Passenger,MALDA TOWN,15:10:00,NA,NA
57237,Kazipet Vijayawada Passenger,KAZIPET JN,04:00:00,NA,NA
52468,BAIJNATHPAPROLA  - PATHANKOT PASSENGER,BAIJNATH PAPROLA,14:10:00,NA,NA
53426,KIUL JAMALPUR PASS,KIUL JN,22:05:00,NA,NA
43851,Ponneri Tiruvallur EMU,PONNERI,15:40:00,NA,NA
12877,Ranchi-New Delhi Garib Rath,RANCHI,17:10:00,NA,NA
51610,Guna Bina Passenger,GUNA,18:45:00,NA,NA
12737,Gowthami SF Express,Kakinada Port,20:20:00,NA,NA
51239,Amla Betul Passenger,AMLA JN,07:05:00,NA,NA
15013,Ranikhet Express,OLD DELHI,22:40:00,Jaisalmer,Ramnagar
17309,YESVANTPUR - VASCO DA GAMA Exp,YESVANTPUR JN,15:15:00,NA,NA
51809,Kanpur Tundla Passenger,KANPUR CENTRAL,14:05:00,NA,NA
19039,Awadh Express,MUMBAI BANDRA TERMINUS,22:40:00,NA,NA
22464,Rajasthan Sampark Kranti Express,BIKANER JN,17:15:00,NA,NA
59385,Panchvalley Fast Passenger,INDORE JN BG,13:10:00,NA,NA
14123,Pratapgarh Kanpur InterCity Express,PARTAPGARH JN,04:45:00,NA,NA
53339,Dhanbad Chandrapura Passenger,DHANBAD JN,11:35:00,NA,NA
23226,InterCity Link Express,DANAPUR,06:45:00,NA,NA
15643,PURI - KAMAKHYA Weekly Express,PURI,22:15:00,NA,NA
51810,Tundla Kanpur Passenger,TUNDLA JN,06:50:00,NA,NA
12703,Howrah - Secunderabad Falaknuma SF Express,HOWRAH JN,07:25:00,NA,NA
12947,Azimabad Express,AHMEDABAD JN,21:30:00,Ahmedabad Junction,Patna Junction
56320,Coimbatore Nagercoil Passenger,COIMBATORE JN,07:10:00,NA,NA
15102,Mumbai CST Chhapra Jansadharan Express,MUMBAI CST,15:35:00,NA,NA
54645,Ludhiana Firozpur Passenger,LUDHIANA JN,20:05:00,NA,NA
51803,Mahoba Banda Passenger,MAHOBA,22:10:00,NA,NA
52287,Thawe Chhapra Passenger,BAREILLY,05:30:00,NA,NA
47195,Lingampalli Secunderabad MMTS,LINGAMPALLI,22:30:00,NA,NA
53336,Ranchi Dhanbad Passenger,RANCHI,15:55:00,NA,NA
54272,Mughal Sarai-Sasaram-Arrah Passenger,MUGHAL SARAI JN,19:15:00,NA,NA
15716,Garib Nawaz Express Slip,AJMER JN,11:20:00,NA,NA
6536,Bijapur-Yesvantpur Special,BIJAPUR,17:40:00,NA,NA
57412,Gudur Tirupati Fast Passenger,GUDUR JN,10:55:00,NA,NA
57133,Bijapur Raichur Passenger,BIJAPUR,11:25:00,NA,NA
56827,Tuticorin Tirunelveli Passenger,TUTICORIN,17:50:00,NA,NA
59462,Dahanu Mumbai Passenger,DAHANU ROAD,18:55:00,NA,NA
54233,Faizabad Lucknow Passenger,FAIZABAD JN,17:30:00,NA,NA
47132,Lingampalli Hyderabad MMTS,LINGAMPALLI,09:10:00,NA,NA
15652,JAMMU TAWI - GUWAHATI Lohit Exp,JAMMU TAWI,22:45:00,NA,NA
59710,Suratgarh Anupgarh Passenger,SURATGARH JN,14:50:00,NA,NA
17430,Rayalaseema Express,TIRUPATI MAIN,16:30:00,Tirupati,Hyderabad Decan
51767,Katni Satna Passenger,KATNI,14:10:00,NA,NA
52237,PILIBHIT - AISHBAGH PASS,PILIBHIT JN,04:30:00,NA,NA
51765,Satna Manikpur Passenger,SATNA,16:55:00,NA,NA
19037,Awadh Express,MUMBAI BANDRA TERMINUS,22:40:00,NA,NA
58816,Tirodi Itwari Passenger,Tirodi,08:00:00,NA,NA
15201,Hajipur Raxaul InterCity,HAJIPUR JN,17:20:00,NA,NA
13027,Kaviguru Express,HOWRAH JN,22:40:00,NA,NA
40007,Chennai Beach Tambaram EMU(12 Car),CHENNAI BEACH,07:15:00,NA,NA
51808,Manikpur Banda Passenger,MANIKPUR JN,01:00:00,NA,NA
63225,Patna Buxar Passenger MEMU,PATNA JN,12:20:00,NA,NA
58401,Cuttack Paradip Passenger,CUTTACK,19:00:00,NA,NA
63165,JASIDIH BAIDYANATH PASS,JASIDIH JN,19:50:00,NA,NA
53322,Dhanbad-Asansol Passenger MEMU,DHANBAD JN,13:20:00,NA,NA
15662,KAMAKHYA - RANCHI Exp,KAMAKHYA,12:30:00,NA,NA
51684,Bir Khandwa Shuttle,Bir,06:40:00,NA,NA
58421,Angul Puri Fast Passenger,ANGUL,05:20:00,NA,NA
54786,Fazilka Fir Passenger,Fazilka,17:20:00,NA,NA
16312,KOCHUVELI - BIKANER Express,KOCHUVELI,15:15:00,NA,NA
54157,Jhansi Kanpur Passenger,JHANSI JN,07:55:00,NA,NA
54483,Haridwar Rishikesh Passenger,HARIDWAR JN,10:30:00,NA,NA
54265,Varanasi Sultanpur Passenger,VARANASI JN,16:15:00,NA,NA
52520,Laukaha Bazar Sakri Passenger,Jhanjharpur,09:40:00,NA,NA
16593,Nanded-Bangalore Express,HUZUR SAHIB NANDED,06:00:00,NA,NA
14633,Ravi Express,AMRITSAR JN,09:15:00,NA,NA
14119,Kathgodam Dehradun Express,KATHGODAM,19:45:00,NA,NA
52577,Dharmanagar Silchar Passenger,Dharmanagar,07:30:00,NA,NA
18192,Utsarg Express,KANPUR ANWARGANJ,16:25:00,Farrukhabad,Chhapra
51261,Amravati Wardha Passenger,Amravati,15:15:00,NA,NA
59117,Pratapnagar Bodeli Passenger,Pratapnagar,07:10:00,NA,NA
12804,Swarna Jayanti Express,DELHI H NIZAMUDDIN,06:00:00,NA,NA
54626,Jalandhar Jaijon Doaba Passenger,Jaijon Doaba,16:45:00,NA,NA
57155,Gulbarga-Hyderabad Passenger,WADI,04:15:00,NA,NA
15284,Janaki Express,JAYNAGAR,23:30:00,NA,NA
16787,TIRUNELVELI - KATRA Exp,TIRUNELVELI,15:45:00,NA,NA
56847,Trichy Palakkad Town Passenger,TIRUCHIRAPPALLI,13:00:00,NA,NA
22609,Mangalore - Palghat Intercity Express,MANGALORE CNTL,12:00:00,NA,NA
55049,Gonda Lucknow Passenger,GONDA JN,05:30:00,NA,NA
52452,Shivalik Deluxe Express,Shimla,17:40:00,NA,NA
15311,KUMAON EXPRESS,Kasganj Mg,09:40:00,NA,NA
52572,Dullabcherra Karimganj Passenger,Dullabcherra,13:15:00,NA,NA
55131,Chhapra Varanasi Passenger,CHHAPRA,07:50:00,NA,NA
18102,Jammu-Rourkela Express,JAMMU TAWI,14:30:00,NA,NA
59121,Pratapnagar Chhota Udepur Passenger,Pratapnagar,10:10:00,NA,NA
55143,Aunrihar-Jaunpur Passenger,AUNRIHAR JN,07:00:00,NA,NA
14307,Bareilly Express,PRAYAG,22:15:00,NA,NA
4053,Anand Vihar T.-Jammu Tawi Special,ANAND VIHAR TRM,23:15:00,NA,NA
18450,Baidyanathdham Express,PATNA JN,08:55:00,NA,NA
40522,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,08:25:00,NA,NA
51687,Khandwa Bir Shuttle,KHANDWA,18:10:00,NA,NA
52528,Nirmali Sakri Pass,Nirmali,15:10:00,NA,NA
16612,Coimbatore Tuticorin Link Express,COIMBATORE JN,20:30:00,NA,NA
54014,Bhiwani Rohtak Passenger,Bhiwani,07:20:00,NA,NA
56014,Vellore Cantt-Arakkonam Passenger,VELLORE CANT,09:25:00,NA,NA
12519,MUMBAI LTT - KAMAKHYA AC Exp,LOKMANYA TILAK TERM,00:00:00,NA,NA
12925,Paschim Express,MUMBAI BANDRA TERMINUS,11:35:00,Bandra Terminus,Kalka
51353,Pune -Daund Shuttle.,PUNE JN,20:05:00,NA,NA
57230,Visakhapatnam Machilipatnam Fast Passenger,VISHAKAPATNAM,20:10:00,NA,NA
12082,Trivandrum-Kozhikode Jan Shatabdi,TRIVANDRUM CENTRAL,14:20:00,NA,NA
51779,Gwalior Bhind Passenger,GWALIOR JN,14:15:00,NA,NA
51256,Chhindwara Junnor Deo Passenger,Chhindwara Junction,12:30:00,NA,NA
51764,Manikpur Satna Passenger,MANIKPUR JN,08:25:00,NA,NA
59712,Suratgarh Bhatinda Passenger,SURATGARH JN,09:00:00,NA,NA
52901,Mahesana Ahmedabad Passenger,MAHESANA JN,19:30:00,NA,NA
40517,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,06:55:00,NA,NA
57486,Mirzapali Secunderabad Passenger,MIRZAPALI,05:50:00,NA,NA
17610,PURNA - PATNA Exp,PURNA JN,18:10:00,NA,NA
16538,Nagercoil-Bangalore Express,NAGERCOIL JN,12:45:00,NA,NA
56894,Karaikkudi Thiruvarur Passenger,Karaikkudi Junction,05:40:00,NA,NA
12305,Howrah-New Delhi Rajdhani Express,HOWRAH JN,14:05:00,NA,NA
52276,Gonda Anandnagar Passenger,GONDA JN,18:45:00,NA,NA
42420,Sullurpeta Chennai EMU,SULLURUPETA,20:20:00,NA,NA
56238,Bangalore Mysore (PUSH-PULL) Passenger,BANGALORE CITY JN,19:00:00,NA,NA
47210,Lingampalli Falaknuma MMTS,LINGAMPALLI,17:30:00,NA,NA
22601,CHENNAI CENT - SAINAGAR SHIRDI SF Exp,CHENNAI CENTRAL,10:10:00,NA,NA
57218,Macherla Bhimavaram Passenger,Macherla,05:30:00,NA,NA
18632,Garib Nawaz Express,AJMER JN,19:30:00,NA,NA
19038,Awadh Express,GORAKHPUR JN,13:15:00,NA,NA
16311,BIKANER - KOCHUVELI Express,BIKANER JN,20:25:00,NA,NA
18103,Jallianwalabagh Express,TATANAGAR JN,21:15:00,NA,NA
43803,Chennai Beach Arakkonam EMU,CHENNAI BEACH,04:30:00,NA,NA
56526,Chik Ballapur Bangalore Passenger,Chik Ballapur,07:55:00,NA,NA
13247,GUWAHATI - RAJENDRA NAGAR Capital Exp,GUWAHATI,00:00:00,NA,NA
40505,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,05:00:00,NA,NA
37356,Tarakeswar Howrah Local,Tarakeswar,12:45:00,NA,NA
52983,Fatehabad Mhow Passenger,Fatehabad Chowk Junction,15:40:00,NA,NA
17315,VASCO DA GAMA - VELANKANNI Weekly Exp,VASCO DA GAMA,09:00:00,NA,NA
12569,Jaynagar-Delhi AnandViharT Garib Rath,JAYNAGAR,12:10:00,NA,NA
47184,Lingampalli Falaknuma MMTS,LINGAMPALLI,14:55:00,NA,NA
51768,Satna Katni Passenger,SATNA,11:20:00,NA,NA
51441,Satara C Shahu Maharaj Passenger,SATARA,05:25:00,NA,NA
14110,Kanpur Chitrakoot Express,KANPUR CENTRAL,10:00:00,NA,NA
43891,Avadi Pattabiram East EMU,AVADI,02:55:00,NA,NA
15768,Alipurduar Jn-New Jalpaiguri InterCity Express,ALIPUR DUAR JN,06:00:00,NA,NA
58206,ITWARI RAIPUR MEMU Pass,ITWARI,07:30:00,NA,NA
63163,JASIDIH BAIDYANATH PASS,JASIDIH JN,17:45:00,NA,NA
52273,Anand Nagar Gonda Passenger,Anand Nagar,13:15:00,NA,NA
51756,Manendragarh Chirmiri Passenger,Manendragarh,13:15:00,NA,NA
12846,BENGALURU CANTT - BHUBANESWAR SF Exp,BANGALORE CANT,00:00:00,NA,NA
18622,Patliputra Express,HATIA,22:05:00,Hatia,Patna Junction
17003,Hyderabad-Kolhapur BiWeekly Express,HYDERABAD DECCAN,23:10:00,NA,NA
55908,Ledo Dibrugarh Passenger,Ledo,15:45:00,NA,NA
19654,Ajmer-Ratlam Express,AJMER JN,13:25:00,NA,NA
54756,Sriganganagar Bathinda Passenger,SHRI GANGANAGAR,15:20:00,NA,NA
40511,Chennai Beach Chengulpet EMU,CHENNAI BEACH,06:10:00,NA,NA
53444,Bhagalpur Mandar Hill Passenger,BHAGALPUR,09:35:00,NA,NA
54077,Bareilly Delhi Passenger,BAREILLY,17:45:00,NA,NA
18184,Danapur-Tatanagar Express,DANAPUR,06:00:00,NA,NA
52954,Veraval Kodinar Passenger,VERAVAL,12:00:00,NA,NA
57224,Vijayawada Gudur Passenger,VIJAYAWADA JN,05:10:00,NA,NA
54793,Sawai Madhopur Mathura Passenger,BAYANA JN,08:25:00,NA,NA
51805,Jhansi Banda Passenger,JHANSI JN,17:25:00,NA,NA
40520,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,08:00:00,NA,NA
56012,Nandalur Arakkonam Passenger,NANDALUR,13:25:00,NA,NA
54255,VARANASI - LUCKNOW PASSENGER,VARANASI JN,05:20:00,NA,NA
53047,Viswabharati Fast Passenger,HOWRAH JN,16:40:00,NA,NA
47161,Falaknuma Lingampalli MMTS,KACHEGUDA FALAKNUMA,14:50:00,NA,NA
18623,Patna Rajendra Nagar-Hatia Express,RAJENDRA NAGAR BIHAR,21:20:00,NA,NA
51187,BHUSAVAL - KATNI Passenger,BHUSAVAL JN,09:30:00,NA,NA
52540,Darjeeling Kurseong Toy Train,Darjeeling,09:15:00,NA,NA
17429,Rayalaseema Express,HYDERABAD DECCAN,17:25:00,Hyderabad Decan,Tirupati
59812,Haldighati Passenger,AGRA FORT,19:05:00,Agra Fort,Ratlam Junction
14865,Marudhar Express,VARANASI JN,17:45:00,Varanasi Junction,Jodhpur Junction
57550,Aurangabad-Hyderabad Passenger,AURANGABAD,15:30:00,NA,NA
56842,Erode Tiruchchirapalli Passenger,ERODE JN,16:30:00,NA,NA
55738,Jogbani Katihar Passenger,JOGBANI,12:50:00,NA,NA
12446,Uttar Sampark Kranti Express,UDHAMPUR,19:05:00,NA,NA
52264,Nepalganj Gonda Passenger,Nepalganj Road,15:00:00,NA,NA
58215,Jharsuguda Titlagarh Passenger,JHARSUGUDA JN,12:45:00,NA,NA
51686,Bir Khandwa Shuttle,Bir,10:05:00,NA,NA
55517,Darbhanga Jaynagar Passenger,DARBHANGA JN,18:15:00,NA,NA
63593,Purulia Asansol MEMU Passenger,PURULIA JN,14:20:00,NA,NA
55006,Sugauli Raxaul Passenger,SAGAULI JN,02:15:00,NA,NA
47216,Falaknuma - Lingampalli MMTS,KACHEGUDA FALAKNUMA,14:30:00,NA,NA
55754,GUWAHATI - ALIPUR DUAR SIFUNG Pass,GUWAHATI,14:30:00,NA,NA
51676,Chopan Katni Passenger,CHOPAN,23:38:00,NA,NA
55210,Narkatiaganj Sonepur Passenger,NARKATIAGANJ JN,03:00:00,NA,NA
22410,Anand ViharT Delhi-Sasaram GaribRath Express,ANAND VIHAR TRM,19:15:00,NA,NA
12516,GUWAHATI - TRIVANDRUM CENTRAL EXP,GUWAHATI,06:30:00,NA,NA
56229,Mysore Bangalore Passenger,MYSORE JN,08:20:00,NA,NA
51197,Bhusaval Wardha Passenger,BHUSAVAL JN,14:30:00,NA,NA
23347,Palamu Express,SINGRAULI,16:10:00,NA,NA
19132,BHUJ - MUMBAI BANDRA Kutch Exp,BHUJ,19:50:00,NA,NA
12966,Udaipur Gwalior Express,UDAIPUR CITY,22:20:00,NA,NA
59358,Yamuna Bridge Bayana Passenger,YAMUNA BRIDGE AGRA,13:45:00,NA,NA
43401,Chennai Central Arakkonam Fast,CHENNAI CENTRAL,05:30:00,NA,NA
17208,Vijayawada Sainagar Shirdi Express,VIJAYAWADA JN,10:30:00,NA,NA
16176,Kamban Express,Nagore,20:05:00,NA,NA
